"","dec","condtn","order","race","age","int_corr","career_c.x","income","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","wave","age_o","race_o","income_o","goal","date","go_out","career_c.y","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga"
"484",1,1,5,6,27,0.48,7,46138,10,20,25,20,20,5,13,27,6,41191,2,6,4,2,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8
"485",1,1,10,6,27,0.43,7,46138,10,20,25,20,20,5,13,27,6,41191,1,6,3,2,4,7,4,6,7,7,10,2,1,9,3,7,7,9,9,4,10
"486",0,1,8,2,27,0.21,6,46138,25,16,20,20,8,10,13,27,2,41191,1,6,3,2,4,7,4,6,7,7,10,2,1,9,3,7,7,9,9,4,10
"487",0,1,9,2,27,0.21,6,46138,25,16,20,20,8,10,13,27,2,41191,2,2,2,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1
"488",0,1,5,2,27,0.21,6,46138,25,16,20,20,8,10,13,27,2,41191,1,7,3,10,8,7,7,8,5,5,2,2,9,5,7,2,8,4,9,5,2
"489",0,2,2,2,34,0.71,1,35187,30,20,30,5,5,10,14,34,2,41191,1,6,1,10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10
"490",0,2,11,2,34,0.08,1,35187,30,20,30,5,5,10,14,34,2,19264,5,6,1,13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1
"491",0,2,4,2,34,0.5,1,35187,30,20,30,5,5,10,14,34,2,35963,1,4,2,7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7
"492",0,2,16,2,34,0.26,1,35187,30,20,30,5,5,10,14,34,2,49409,1,6,1,3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6
"493",0,2,1,2,34,0.14,1,35187,30,20,30,5,5,10,14,34,2,31516,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6
"494",0,2,18,2,34,0.08,1,35187,30,20,30,5,5,10,14,34,2,41191,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8
"495",1,2,16,2,30,0.49,1,46138,20.51,14.53,24.79,17.09,5.98,17.09,14,30,2,41191,1,6,1,10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10
"496",0,2,13,2,30,0.31,1,46138,20.51,14.53,24.79,17.09,5.98,17.09,14,30,2,41191,1,6,3,2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4
"497",0,2,5,2,30,0.48,1,46138,20.51,14.53,24.79,17.09,5.98,17.09,14,30,2,19264,5,6,1,13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1
"498",0,2,7,2,30,0.53,1,46138,20.51,14.53,24.79,17.09,5.98,17.09,14,30,2,41778,2,6,1,2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5
"499",1,2,14,2,30,0.24,1,46138,20.51,14.53,24.79,17.09,5.98,17.09,14,30,2,41191,2,7,3,4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7
"500",1,2,2,2,30,0.46,1,46138,20.51,14.53,24.79,17.09,5.98,17.09,14,30,2,41191,2,5,4,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5
"501",0,2,4,2,30,0.31,1,46138,20.51,14.53,24.79,17.09,5.98,17.09,14,30,2,41191,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5
"502",0,2,17,2,30,0.07,1,46138,20.51,14.53,24.79,17.09,5.98,17.09,14,30,2,36223,1,4,2,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1
"503",1,2,6,2,30,0.24,1,46138,20.51,14.53,24.79,17.09,5.98,17.09,14,30,2,27503,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4
"504",0,2,17,4,23,-0.11,7,26298,25,20,20,20,5,10,14,23,4,28759,3,4,3,9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5
"505",0,2,2,4,23,0.51,7,26298,25,20,20,20,5,10,14,23,4,19264,5,6,1,13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1
"506",1,2,15,4,23,0.48,7,26298,25,20,20,20,5,10,14,23,4,35963,1,4,2,7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7
"507",1,2,11,4,23,0.27,7,26298,25,20,20,20,5,10,14,23,4,41191,2,7,3,4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7
"508",0,2,19,4,23,0.11,7,26298,25,20,20,20,5,10,14,23,4,41191,2,5,4,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5
"509",1,2,20,4,23,0.06,7,26298,25,20,20,20,5,10,14,23,4,41191,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7
"510",1,2,7,4,23,-0.25,7,26298,25,20,20,20,5,10,14,23,4,49409,1,6,1,3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6
"511",1,2,8,4,23,0.36,7,26298,25,20,20,20,5,10,14,23,4,41191,1,4,3,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2
"512",0,2,12,4,23,-0.17,7,26298,25,20,20,20,5,10,14,23,4,31516,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6
"513",1,2,6,4,23,0.6,7,26298,25,20,20,20,5,10,14,23,4,43367,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3
"514",0,2,18,3,27,-0.04,7,46138,25,25,25,15,10,0,14,27,3,25831,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7
"515",0,2,14,3,27,0.45,7,46138,25,25,25,15,10,0,14,27,3,31516,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6
"516",1,2,16,3,27,-0.02,7,46138,25,25,25,15,10,0,14,27,3,36223,1,4,2,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1
"517",1,2,8,3,27,0.37,7,46138,25,25,25,15,10,0,14,27,3,43367,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3
"518",0,2,1,2,30,0.19,10,46138,31.58,10.53,15.79,21.05,10.53,10.53,14,30,2,25401,2,7,4,4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9
"519",0,2,18,2,30,0.16,10,46138,31.58,10.53,15.79,21.05,10.53,10.53,14,30,2,19264,5,6,1,13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1
"520",0,2,20,2,30,0.41,10,46138,31.58,10.53,15.79,21.05,10.53,10.53,14,30,2,41778,2,6,1,2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5
"521",0,2,15,2,30,0.72,10,46138,31.58,10.53,15.79,21.05,10.53,10.53,14,30,2,41191,2,5,4,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5
"522",0,2,17,2,30,0.53,10,46138,31.58,10.53,15.79,21.05,10.53,10.53,14,30,2,41191,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5
"523",0,2,5,2,30,0.27,10,46138,31.58,10.53,15.79,21.05,10.53,10.53,14,30,2,41191,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8
"524",0,2,17,2,27,0.62,6,46138,14,18,17,16,15,20,14,27,2,25831,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7
"525",1,2,6,2,27,0.19,6,46138,14,18,17,16,15,20,14,27,2,25401,2,7,4,4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9
"526",1,2,16,2,27,0.37,6,46138,14,18,17,16,15,20,14,27,2,35963,1,4,2,7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7
"527",0,2,20,2,27,0.64,6,46138,14,18,17,16,15,20,14,27,2,41191,2,5,4,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5
"528",0,2,1,2,27,0.2,6,46138,14,18,17,16,15,20,14,27,2,41191,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7
"529",1,2,8,2,27,-0.02,6,46138,14,18,17,16,15,20,14,27,2,49409,1,6,1,3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6
"530",1,2,9,2,27,0.53,6,46138,14,18,17,16,15,20,14,27,2,41191,1,4,3,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2
"531",0,2,13,2,27,-0.05,6,46138,14,18,17,16,15,20,14,27,2,31516,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6
"532",1,2,2,2,27,0.01,13,46138,30,15,20,25,5,5,14,27,2,41191,1,6,3,2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4
"533",0,2,9,2,27,0.23,13,46138,30,15,20,25,5,5,14,27,2,28759,3,4,3,9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5
"534",1,2,7,2,27,0.13,13,46138,30,15,20,25,5,5,14,27,2,35963,1,4,2,7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7
"535",0,2,11,2,27,-0.23,13,46138,30,15,20,25,5,5,14,27,2,41191,2,5,4,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5
"536",0,2,12,2,27,0.08,13,46138,30,15,20,25,5,5,14,27,2,41191,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7
"537",0,2,13,2,27,-0.39,13,46138,30,15,20,25,5,5,14,27,2,41191,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5
"538",0,2,20,2,27,0.07,13,46138,30,15,20,25,5,5,14,27,2,41191,1,4,3,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2
"539",0,2,6,2,27,0.02,13,46138,30,15,20,25,5,5,14,27,2,36223,1,4,2,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1
"540",0,2,15,2,27,-0.38,13,46138,30,15,20,25,5,5,14,27,2,27503,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4
"541",1,2,3,6,24,0.56,6,46138,20,10,25,20,10,15,14,24,6,41191,1,6,1,10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10
"542",0,2,10,6,24,-0.09,6,46138,20,10,25,20,10,15,14,24,6,41191,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7
"543",1,2,4,2,25,0.05,3,31148,17,18,28,27,5,5,14,25,2,41191,1,6,3,2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4
"544",0,2,10,2,25,0.49,3,31148,17,18,28,27,5,5,14,25,2,25831,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7
"545",1,2,19,2,25,0.04,3,31148,17,18,28,27,5,5,14,25,2,25401,2,7,4,4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9
"546",0,2,18,2,25,0.39,3,31148,17,18,28,27,5,5,14,25,2,41778,2,6,1,2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5
"547",1,2,13,2,25,0.75,3,31148,17,18,28,27,5,5,14,25,2,41191,2,5,4,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5
"548",1,2,14,2,25,0.3,3,31148,17,18,28,27,5,5,14,25,2,41191,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7
"549",1,2,2,2,25,0.23,3,31148,17,18,28,27,5,5,14,25,2,41191,1,4,3,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2
"550",1,2,17,2,25,0.52,3,31148,17,18,28,27,5,5,14,25,2,27503,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4
"551",1,2,3,2,25,0.38,3,31148,17,18,28,27,5,5,14,25,2,41191,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8
"552",0,2,1,2,28,-0.14,7,55704,50,10,10,10,10,10,14,28,2,41191,1,6,1,10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10
"553",0,2,4,2,28,0.06,7,55704,50,10,10,10,10,10,14,28,2,25831,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7
"554",0,2,5,2,28,0.22,7,55704,50,10,10,10,10,10,14,28,2,28759,3,4,3,9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5
"555",0,2,13,2,28,0.19,7,55704,50,10,10,10,10,10,14,28,2,25401,2,7,4,4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9
"556",0,2,10,2,28,0.02,7,55704,50,10,10,10,10,10,14,28,2,19264,5,6,1,13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1
"557",0,2,19,2,28,-0.09,7,55704,50,10,10,10,10,10,14,28,2,41191,2,7,3,4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7
"558",0,2,8,2,28,0.16,7,55704,50,10,10,10,10,10,14,28,2,41191,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7
"559",1,2,16,2,28,0.25,7,55704,50,10,10,10,10,10,14,28,2,41191,1,4,3,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2
"560",0,2,20,2,28,0.46,7,55704,50,10,10,10,10,10,14,28,2,31516,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6
"561",0,2,17,2,28,0.04,7,55704,50,10,10,10,10,10,14,28,2,41191,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8
"562",0,2,1,2,27,-0.52,9,69487,40,0,10,50,0,0,14,27,2,41191,1,6,3,2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4
"563",0,2,8,2,27,0.33,9,69487,40,0,10,50,0,0,14,27,2,28759,3,4,3,9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5
"564",0,2,16,2,27,0.23,9,69487,40,0,10,50,0,0,14,27,2,25401,2,7,4,4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9
"565",1,2,9,2,27,0.21,9,69487,40,0,10,50,0,0,14,27,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"566",0,2,13,2,27,-0.31,9,69487,40,0,10,50,0,0,14,27,2,19264,5,6,1,13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1
"567",0,2,3,2,27,0.51,9,69487,40,0,10,50,0,0,14,27,2,31516,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6
"568",0,2,5,2,27,-0.34,9,69487,40,0,10,50,0,0,14,27,2,36223,1,4,2,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1
"569",0,2,2,2,27,0.28,10,46138,30,15,15,20,5,15,14,27,2,25831,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7
"570",1,2,4,2,27,0.21,10,46138,30,15,15,20,5,15,14,27,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"571",0,2,18,2,27,0.6,10,46138,30,15,15,20,5,15,14,27,2,31516,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6
"572",0,2,17,3,29,0.09,7,46138,75,5,5,10,0,5,14,29,3,41191,1,6,3,2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4
"573",1,2,6,3,29,0.09,7,46138,75,5,5,10,0,5,14,29,3,41191,2,5,4,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5
"574",0,2,15,3,29,0.44,7,46138,75,5,5,10,0,5,14,29,3,41191,1,4,3,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2
"575",0,2,13,3,29,0.51,7,46138,75,5,5,10,0,5,14,29,3,43367,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3
"576",0,2,16,3,29,-0.17,7,46138,75,5,5,10,0,5,14,29,3,41191,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8
"577",0,2,11,4,30,-0.15,7,46138,50,10,10,10,5,15,14,30,4,41191,1,6,1,10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10
"578",0,2,14,4,30,0.18,7,46138,50,10,10,10,5,15,14,30,4,25831,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7
"579",0,2,2,4,30,-0.06,7,46138,50,10,10,10,5,15,14,30,4,41778,2,6,1,2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5
"580",1,2,13,4,30,0.11,7,46138,50,10,10,10,5,15,14,30,4,35963,1,4,2,7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7
"581",0,2,19,4,30,-0.08,7,46138,50,10,10,10,5,15,14,30,4,41191,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5
"582",0,2,5,4,30,0.54,7,46138,50,10,10,10,5,15,14,30,4,49409,1,6,1,3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6
"583",0,2,3,2,27,0.38,1,46138,30,20,15,15,8,12,14,27,2,41191,1,6,3,2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4
"584",0,2,10,2,27,0.47,1,46138,30,20,15,15,8,12,14,27,2,28759,3,4,3,9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5
"585",0,2,18,2,27,0.01,1,46138,30,20,15,15,8,12,14,27,2,25401,2,7,4,4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9
"586",0,2,15,2,27,0.47,1,46138,30,20,15,15,8,12,14,27,2,19264,5,6,1,13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1
"587",0,2,17,2,27,0.24,1,46138,30,20,15,15,8,12,14,27,2,41778,2,6,1,2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5
"588",0,2,14,2,27,-0.52,1,46138,30,20,15,15,8,12,14,27,2,41191,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5
"589",0,2,1,2,27,0.15,1,46138,30,20,15,15,8,12,14,27,2,41191,1,4,3,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2
"590",1,2,5,2,27,0.55,1,46138,30,20,15,15,8,12,14,27,2,31516,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6
"591",1,2,7,2,27,-0.07,1,46138,30,20,15,15,8,12,14,27,2,36223,1,4,2,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1
"592",0,2,15,4,25,0.36,10,66827,30,10,15,20,15,10,14,25,4,41191,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7
"593",0,2,3,4,25,0.08,10,66827,30,10,15,20,15,10,14,25,4,41191,1,4,3,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2
"594",1,2,1,4,25,0.24,10,66827,30,10,15,20,15,10,14,25,4,43367,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3
"595",0,2,4,4,25,0.27,10,66827,30,10,15,20,15,10,14,25,4,41191,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8
"596",0,2,20,4,26,-0.47,7,46138,25,20,10,20,15,10,14,26,4,25831,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7
"597",0,2,9,4,26,0.2,7,46138,25,20,10,20,15,10,14,26,4,25401,2,7,4,4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9
"598",1,2,2,4,26,0.21,7,46138,25,20,10,20,15,10,14,26,4,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"599",0,2,5,4,26,-0.46,7,46138,25,20,10,20,15,10,14,26,4,41191,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5
"600",0,2,16,4,26,0.18,7,46138,25,20,10,20,15,10,14,26,4,31516,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6
"601",1,2,18,4,26,-0.45,7,46138,25,20,10,20,15,10,14,26,4,36223,1,4,2,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1
"602",0,2,7,4,26,0.02,7,46138,25,20,10,20,15,10,14,26,4,27503,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4
"603",0,2,13,4,26,-0.21,7,46138,25,20,10,20,15,10,14,26,4,41191,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8
"604",0,2,18,2,29,-0.2,7,42897,25,15,20,20,10,10,14,29,2,41191,1,6,1,10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10
"605",0,2,10,2,29,0.59,7,42897,25,15,20,20,10,10,14,29,2,25401,2,7,4,4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9
"606",1,2,3,2,29,0.21,7,42897,25,15,20,20,10,10,14,29,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"607",0,2,7,2,29,0.22,7,42897,25,15,20,20,10,10,14,29,2,19264,5,6,1,13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1
"608",0,2,9,2,29,-0.04,7,42897,25,15,20,20,10,10,14,29,2,41778,2,6,1,2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5
"609",0,2,20,2,29,0.32,7,42897,25,15,20,20,10,10,14,29,2,35963,1,4,2,7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7
"610",1,2,16,2,29,0.25,7,42897,25,15,20,20,10,10,14,29,2,41191,2,7,3,4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7
"611",0,2,4,2,29,0.08,7,42897,25,15,20,20,10,10,14,29,2,41191,2,5,4,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5
"612",0,2,5,2,29,0.16,7,42897,25,15,20,20,10,10,14,29,2,41191,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7
"613",0,2,6,2,29,-0.37,7,42897,25,15,20,20,10,10,14,29,2,41191,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5
"614",0,2,11,2,29,0.52,7,42897,25,15,20,20,10,10,14,29,2,43367,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3
"615",0,2,1,2,24,0.41,1,46138,20,21,21,22,6,10,15,24,2,41191,2,7,4,6,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9
"616",0,2,2,2,24,0.02,1,46138,20,21,21,22,6,10,15,24,2,41191,5,4,1,6,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7
"617",1,2,9,2,24,0.22,1,46138,20,21,21,22,6,10,15,24,2,78704,2,5,3,2,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8
"618",1,2,11,2,24,-0.22,1,46138,20,21,21,22,6,10,15,24,2,75347,2,7,2,3,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3
"619",1,2,10,2,24,0.26,1,46138,20,21,21,22,6,10,15,24,2,41191,2,7,2,3,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2
"620",1,2,17,2,24,0.29,1,46138,20,21,21,22,6,10,15,24,2,52805,2,3,1,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8
"621",0,2,15,2,24,0.26,1,46138,20,21,21,22,6,10,15,24,2,41191,6,4,3,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6
"622",1,2,7,2,24,0.35,1,46138,20,21,21,22,6,10,15,24,2,50725,1,4,1,6,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2
"623",0,2,3,2,24,-0.11,1,46138,20,21,21,22,6,10,15,24,2,50501,2,7,2,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7
"624",0,2,10,2,29,-0.38,7,46138,45,10,10,30,0,5,15,29,2,41191,2,7,4,6,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9
"625",1,2,4,2,29,0.11,7,46138,45,10,10,30,0,5,15,29,2,41191,2,5,3,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3
"626",1,2,18,2,29,0.47,7,46138,45,10,10,30,0,5,15,29,2,78704,2,5,3,2,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8
"627",0,2,14,2,29,0.12,7,48785,25,10,20,20,10,15,15,29,2,41191,2,7,4,6,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9
"628",0,2,6,2,29,0.04,7,48785,25,10,20,20,10,15,15,29,2,75347,2,7,2,3,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3
"629",1,2,1,2,29,0.29,7,48785,25,10,20,20,10,15,15,29,2,47005,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4
"630",0,2,12,2,29,0.37,7,48785,25,10,20,20,10,15,15,29,2,52805,2,3,1,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8
"631",0,2,2,2,26,0.54,7,46138,70,5,20,3,1,1,15,26,2,78704,2,5,3,2,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8
"632",1,2,3,2,26,0.34,7,46138,70,5,20,3,1,1,15,26,2,41191,2,7,2,3,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2
"633",1,2,17,2,26,0.29,7,46138,70,5,20,3,1,1,15,26,2,47005,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4
"634",0,2,5,2,26,0.34,7,46138,70,5,20,3,1,1,15,26,2,49409,5,4,3,6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7
"635",0,2,10,2,31,0.35,7,46138,35,0,25,20,0,20,15,31,2,41191,5,4,1,6,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7
"636",0,2,4,2,31,0.15,7,46138,35,0,25,20,0,20,15,31,2,52010,2,7,3,6,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1
"637",0,2,1,2,31,0.13,7,46138,35,0,25,20,0,20,15,31,2,75347,2,7,2,3,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3
"638",0,2,18,2,31,0.21,7,46138,35,0,25,20,0,20,15,31,2,41191,2,7,2,3,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2
"639",1,2,7,2,31,0.47,7,46138,35,0,25,20,0,20,15,31,2,52805,2,3,1,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8
"640",0,2,2,2,31,0.54,7,46138,35,0,25,20,0,20,15,31,2,49409,5,4,3,6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7
"641",0,2,8,2,31,0.42,7,46138,35,0,25,20,0,20,15,31,2,65693,1,7,1,6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4
"642",0,2,16,2,31,0.58,7,46138,35,0,25,20,0,20,15,31,2,33906,3,4,2,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8
"643",1,2,16,4,29,-0.09,7,46138,25,20,15,25,10,5,15,29,4,41191,5,4,1,6,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7
