"","dec","condtn","order","race","age","int_corr","career_c.x","income","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","wave","age_o","race_o","income_o","goal","date","go_out","career_c.y","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga"
"1821",0,2,7,4,29,-0.36,7,46138,25,20,15,25,10,5,15,29,4,75347,2,7,2,3,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3
"1822",0,2,11,2,26,-0.18,7,55550,40,5,20,10,10,15,4,26,2,41191,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3
"1823",1,2,10,4,28,0.24,7,53229,20,30,10,20,0,20,11,28,4,41191,2,6,2,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2
"1824",1,2,5,4,28,0.32,7,53229,20,30,10,20,0,20,11,28,4,31432,1,6,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1
"1825",1,2,16,2,26,0.24,7,46138,70,5,20,3,1,1,15,26,2,41191,3,6,2,7,9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4
"1826",1,1,10,2,27,0.08,7,52010,33.33,11.11,11.11,11.11,11.11,22.22,1,27,2,54620,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10
"1827",1,2,6,4,22,0.5,6,46138,35,40,5,5,7,8,11,22,4,41191,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2
"1828",0,1,4,4,24,-0.1,2,12416,20,20,20,20,20,0,20,24,4,57501,5,4,1,2,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1
"1829",1,2,10,2,28,-0.16,7,46138,20,10,20,20,20,0,19,28,2,89977,1,6,3,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6
"1830",1,1,1,6,27,0.75,7,46138,10,20,25,20,20,5,13,27,6,41191,2,6,3,7,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5
"1831",0,1,3,2,23,0.13,7,46138,50,5,15,20,10,0,13,23,2,41191,1,6,3,2,4,7,4,6,7,7,10,2,1,9,3,7,7,9,9,4,10
"1832",1,2,18,3,24,0.28,9,46138,20,10,20,20,10,20,15,24,3,50501,2,7,2,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7
"1833",0,2,8,2,25,0.55,10,55080,24,15,20,20,8,13,12,25,2,40695,1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7
"1834",0,1,4,4,23,-0.26,10,46138,15,15,15,15,15,25,18,23,4,62829,1,5,3,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1
"1835",0,2,7,4,26,0,5,46272,25,20,20,20,5,10,21,26,4,41191,5,5,3,6,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9
"1836",1,2,6,2,28,-0.29,7,30147,40,20,20,20,0,0,2,28,2,17134,1,6,3,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
"1837",0,2,16,4,24,0.36,5,47624,20,16,16,17,16,15,21,24,4,41191,2,4,3,10,8,1,5,9,4,3,6,7,8,13,5,2,7,8,9,3,1
"1838",1,2,3,2,34,0.35,2,46138,30,10,30,10,5,15,11,34,2,37881,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2
"1839",0,2,8,4,30,0.06,1,46138,30,20,10,30,0,10,2,30,4,41191,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3
"1840",1,2,2,6,24,-0.17,7,46138,20,20,25,25,5,5,11,24,6,37881,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2
"1841",0,2,21,2,23,0.38,2,48137,23,14,19,16,10,18,21,23,2,49642,2,4,3,2,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7
"1842",1,2,11,2,32,-0.18,2,46138,30,10,30,20,10,0,4,32,2,41191,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7
"1843",1,2,16,2,24,0.1,1,46138,20,21,21,22,6,10,15,24,2,45736,2,4,2,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2
"1844",0,2,16,2,24,0.32,5,46138,10,20,35,20,0,15,4,24,2,38207,2,7,2,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7
"1845",0,2,16,1,30,0.64,9,55080,30,25,20,15,5,5,15,30,1,65693,1,7,1,6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4
"1846",0,2,16,2,25,0.54,2,46138,25,20,30,15,5,5,11,25,2,41191,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"1847",1,2,7,2,25,0.57,10,55080,24,15,20,20,8,13,12,25,2,45788,2,2,1,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6
"1848",1,2,7,4,29,-0.01,7,46138,35,30,25,5,0,5,17,29,4,81266,1,4,2,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4
"1849",1,1,6,6,24,0.37,1,40753,20,20,20,20,10,10,3,24,6,41466,1,3,1,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
"1850",0,1,2,6,22,-0.01,1,47559,20,15,20,20,5,10,3,22,6,41191,3,5,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"1851",1,2,11,2,30,-0.06,7,46138,30,3,30,30,3,4,21,30,2,41191,1,3,1,9,7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6
"1852",1,2,3,2,39,0.26,2,51725,40,20,15,20,0,5,4,39,2,41191,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7
"1853",0,1,5,2,22,-0.31,7,46138,30,10,20,30,0,10,3,22,2,41466,1,3,1,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
"1854",1,1,7,6,22,0.06,1,57887,40,15,10,20,5,10,5,22,6,41191,1,3,1,1,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8
"1855",0,2,18,2,24,0.31,2,46138,25,35,30,10,0,0,2,24,2,61152,1,6,1,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
"1856",0,2,16,2,30,0.38,10,46138,31.58,10.53,15.79,21.05,10.53,10.53,14,30,2,41191,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7
"1857",1,1,6,2,27,0.21,6,46138,25,16,20,20,8,10,13,27,2,41191,2,6,2,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6
"1858",0,2,10,3,26,0.55,2,46138,10,20,20,22,6,22,4,26,3,30973,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10
"1859",0,1,7,1,27,0.68,6,53539,21,17,22,20,8,13,3,27,1,41191,3,5,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"1860",1,2,3,6,30,0.43,2,46138,20,25,25,15,5,10,4,30,6,40409,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2
"1861",0,1,4,6,25,0.39,2,46138,20,20,20,20,10,10,10,25,6,42225,2,7,1,2,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2
"1862",0,2,5,2,27,0.56,6,46138,14,18,17,16,15,20,14,27,2,41778,2,6,1,2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5
"1863",0,2,5,2,22,-0.16,1,46138,30,10,20,15,15,10,21,22,2,41191,1,3,1,9,7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6
"1864",1,2,9,2,26,0.52,2,80608,24,16,28,14,8,10,11,26,2,41191,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"1865",0,2,10,2,27,-0.39,2,53196,20,20,15,25,10,10,11,27,2,41191,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2
"1866",1,1,10,2,21,0.34,4,45360,20,15,20,15,12,18,5,21,2,41191,1,3,1,11,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
"1867",0,2,1,2,29,0.27,7,46138,30,20,20,20,10,0,21,29,2,41191,2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4
"1868",0,2,7,3,22,-0.26,1,23361,10,20,35,10,5,20,4,22,3,41191,1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9
"1869",0,2,20,4,23,0,7,46138,25,15,20,20,10,10,21,23,4,41191,2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4
"1870",1,2,20,4,25,-0.15,2,46138,15,30,20,20,10,5,21,25,4,72412,2,7,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5
"1871",1,1,2,2,27,0.38,2,46138,20,20,20,25,5,10,10,27,2,37405,3,7,4,6,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10
"1872",0,2,3,4,23,0.52,5,28891,20,25,20,15,10,10,2,23,4,24997,5,6,4,1,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
"1873",0,2,1,6,30,0.16,2,22173,30,0,30,30,10,0,19,30,6,42967,6,7,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2
"1874",1,2,2,4,27,0.32,1,46138,30,30,30,5,0,5,17,27,4,22669,2,6,3,6,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3
"1875",1,2,19,2,30,0.62,1,46138,20.51,14.53,24.79,17.09,5.98,17.09,14,30,2,25831,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7
"1876",0,2,6,2,29,0.39,2,46138,30,25,18,18,4,5,11,29,2,18283,1,6,2,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6
"1877",1,2,16,6,24,0.4,6,46138,20,10,25,20,10,15,14,24,6,43367,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3
"1878",0,2,6,4,25,0.58,6,46138,15,10,30,10,5,30,4,25,4,41191,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2
"1879",1,2,10,4,29,0.11,7,46138,25,20,15,25,10,5,15,29,4,52010,2,7,3,6,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1
"1880",0,2,17,2,30,0.73,7,46138,30,3,30,30,3,4,21,30,2,41191,1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10
"1881",0,2,1,4,23,0.13,5,28891,20,25,20,15,10,10,2,23,4,33772,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
"1882",0,2,6,4,28,-0.37,7,53229,20,30,10,20,0,20,11,28,4,50060,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"1883",1,2,10,4,28,0.29,7,46138,20,20,20,10,10,20,4,28,4,26645,1,3,2,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7
"1884",0,1,7,2,27,0.07,7,52010,33.33,11.11,11.11,11.11,11.11,22.22,1,27,2,48652,2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
"1885",1,2,3,2,27,0.18,2,53196,20,20,15,25,10,10,11,27,2,18283,1,6,2,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6
"1886",1,2,20,6,24,-0.05,7,46138,20,20,25,25,5,5,11,24,6,41191,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4
"1887",1,2,2,2,28,0.21,7,55704,50,10,10,10,10,10,14,28,2,36223,1,4,2,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1
"1888",1,2,5,2,27,0.39,2,46138,6.67,19.05,42.86,9.52,14.29,7.62,12,27,2,57316,5,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3
"1889",1,2,18,1,27,0.27,1,12063,35,10,20,15,10,10,2,27,1,17134,1,6,3,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
"1890",1,2,17,6,24,0.11,6,46138,20,10,25,20,10,15,14,24,6,49409,1,6,1,3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6
"1891",0,2,12,2,26,0.21,7,55550,40,5,20,10,10,15,4,26,2,30973,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10
"1892",0,2,20,3,24,0.1,2,46138,30,10,20,20,10,10,11,24,3,37881,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2
"1893",0,2,20,2,26,0.37,2,46138,25,25,25,13,12,0,21,26,2,41191,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7
"1894",0,2,13,2,21,0.21,1,26482,15,20,15,30,5,15,2,21,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"1895",0,2,21,2,29,0.32,7,46138,30,20,20,20,10,0,21,29,2,41191,5,5,3,6,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9
"1896",0,2,12,4,29,0.48,7,46138,15,20,20,20,5,20,19,29,4,41191,2,6,4,2,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7
"1897",0,2,5,2,30,0.09,7,46138,40,10,20,10,0,20,21,30,2,32386,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6
"1898",0,2,2,3,29,0.19,7,46138,30,10,25,20,8,7,19,29,3,41191,2,5,3,4,3,4,6,10,7,7,5,2,9,7,8,6,8,6,6,10,4
"1899",0,2,7,2,23,-0.27,1,29809,25,10,35,15,0,15,2,23,2,41191,1,7,2,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
"1900",0,2,5,6,30,0.62,2,46138,20,25,25,15,5,10,4,30,6,41191,2,4,1,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5
"1901",1,2,10,6,30,0.17,2,46138,20,25,25,15,5,10,4,30,6,41191,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6
"1902",0,1,7,6,33,0.03,10,46138,19,19,19,19,19,5,10,33,6,28524,1,2,1,6,8,5,8,8,10,10,8,2,8,7,5,9,9,10,10,7,6
"1903",0,2,16,2,30,0.49,7,46138,30,3,30,30,3,4,21,30,2,32386,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6
"1904",1,2,2,2,26,-0.17,2,46138,20,25,20,10,5,20,12,26,2,40695,1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7
"1905",1,2,18,2,22,-0.35,6,46138,30,15,25,25,5,0,2,22,2,48441,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
"1906",1,2,15,3,27,-0.21,7,46138,25,25,25,15,10,0,14,27,3,41191,1,6,1,10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10
"1907",0,2,18,2,34,0.39,7,80006,35,15,15,25,10,0,15,34,2,41191,6,4,3,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6
"1908",0,2,6,2,30,0.03,10,46138,31.58,10.53,15.79,21.05,10.53,10.53,14,30,2,41191,1,6,3,2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4
"1909",1,2,1,2,22,0.73,7,55080,25,15,25,25,5,5,17,22,2,41191,1,7,2,1,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10
"1910",1,2,6,2,32,-0.28,2,46138,30,10,30,20,10,0,4,32,2,55223,2,7,1,2,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2
"1911",1,1,9,2,28,-0.05,7,46138,50,10,30,10,0,0,3,28,2,41466,1,3,1,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
"1912",1,2,6,2,25,-0.21,10,55080,24,15,20,20,8,13,12,25,2,57316,5,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3
"1913",0,2,13,2,26,0.17,8,46138,10,10,30,30,5,15,15,26,2,49409,5,4,3,6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7
"1914",0,2,14,4,20,-0.21,13,46138,30,10,10,30,10,10,19,20,4,22161,1,6,5,2,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9
"1915",0,2,3,3,27,-0.29,7,46138,25,25,25,15,10,0,14,27,3,41191,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5
"1916",0,2,21,2,22,0.08,1,46138,30,10,20,15,15,10,21,22,2,41191,2,7,3,10,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3
"1917",1,2,18,2,26,0.36,8,46138,10,10,30,30,5,15,15,26,2,52805,2,3,1,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8
"1918",0,2,14,2,25,0.13,2,43844,27,15,28,10,10,10,11,25,2,73073,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"1919",1,2,16,2,27,-0.25,7,55080,20,20,20,20,10,10,15,27,2,31809,2,7,2,7,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5
"1920",1,1,2,4,25,-0.63,2,46138,20,30,10,15,0,25,10,25,4,41191,1,4,3,2,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7
"1921",0,2,18,2,23,0.35,2,48137,23,14,19,16,10,18,21,23,2,32386,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6
"1922",0,2,5,4,25,0.01,6,42096,25,20,25,20,10,0,2,25,4,41191,1,6,2,7,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
"1923",0,2,19,2,24,0.45,2,46138,20,15,20,20,15,10,21,24,2,41191,1,3,2,6,1,1,1,8,9,10,8,0,9,9,6,10,9,7,10,5,5
"1924",0,2,3,3,22,0.06,1,23361,10,20,35,10,5,20,4,22,3,38207,2,7,2,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7
"1925",0,2,3,2,27,0.51,2,46138,6.67,19.05,42.86,9.52,14.29,7.62,12,27,2,39729,1,7,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9
"1926",1,1,6,4,30,0.54,2,46138,60,10,10,10,5,5,13,30,4,41191,2,6,3,7,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5
"1927",0,1,1,6,27,-0.31,4,46138,40,20,20,10,10,0,18,27,6,41191,1,6,2,2,3,5,3,10,10,7,7,1,8,10,4,8,9,8,9,9,7
"1928",1,2,7,2,30,0.5,7,46138,50,0,20,20,0,10,12,30,2,41191,1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5
"1929",1,2,6,2,30,0.12,6,37994,25,25,25,25,0,0,19,30,2,40163,5,5,2,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3
"1930",0,1,4,2,22,0.21,7,46138,21,20,19,20,10,10,3,22,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"1931",1,2,12,2,25,0.68,15,46138,70,0,15,15,0,0,21,25,2,41191,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7
"1932",0,2,2,2,23,-0.43,2,48137,23,14,19,16,10,18,21,23,2,15863,2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2
"1933",0,1,5,6,22,0.21,1,47559,20,15,20,20,5,10,3,22,6,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"1934",0,2,3,2,29,0.49,7,46138,30,20,20,20,10,0,21,29,2,41191,2,4,3,10,8,1,5,9,4,3,6,7,8,13,5,2,7,8,9,3,1
"1935",1,2,3,1,29,-0.12,2,46138,20,15,20,15,15,15,19,29,1,89977,1,6,3,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6
"1936",1,2,15,4,31,0.38,15,34752,16,16,20,16,16,16,19,31,4,82734,1,6,2,9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9
"1937",0,2,8,4,24,0.34,2,46138,25,26,15,10,9,15,19,24,4,82734,1,6,2,9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9
"1938",0,2,13,4,23,-0.14,4,36673,15,25,20,10,10,20,21,23,4,36510,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1
"1939",0,2,7,2,27,0.6,6,46138,25,20,25,20,10,0,11,27,2,41191,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4
"1940",0,2,10,2,27,0.26,6,46138,19,13,18,18,10,22,12,27,2,41191,2,4,1,2,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9
"1941",0,2,6,3,29,0.57,7,46138,30,10,25,20,8,7,19,29,3,41191,2,4,2,5,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9
"1942",1,2,6,2,28,0.21,7,55704,50,10,10,10,10,10,14,28,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"1943",0,2,2,4,23,0.46,5,28891,20,25,20,15,10,10,2,23,4,41191,1,7,2,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
"1944",1,1,3,2,21,0.76,4,45360,20,15,20,15,12,18,5,21,2,53923,1,4,1,10,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
"1945",1,2,18,2,27,0.43,9,69487,40,0,10,50,0,0,14,27,2,49409,1,6,1,3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6
"1946",0,2,19,1,27,0.48,7,55138,40,20,20,20,0,0,21,27,1,36510,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1
"1947",0,2,8,4,23,-0.18,4,36673,15,25,20,10,10,20,21,23,4,41191,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7
"1948",0,1,2,3,25,0.74,17,46138,20,15,30,10,15,10,13,25,3,41191,1,6,3,2,4,7,4,6,7,7,10,2,1,9,3,7,7,9,9,4,10
"1949",0,2,10,2,30,-0.11,7,46138,35,10,20,25,5,5,21,30,2,46280,1,7,1,9,4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2
"1950",1,2,14,1,25,-0.08,1,41547,30,15,20,20,0,5,4,25,1,26645,1,3,2,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7
"1951",0,2,11,3,26,0.56,2,46138,10,20,20,22,6,22,4,26,3,21597,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9
"1952",0,2,9,2,23,0.01,2,46138,20,15,20,20,10,15,15,23,2,50501,2,7,2,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7
"1953",0,1,4,2,25,0.67,2,34870,30,30,40,0,0,0,20,25,2,41191,1,7,1,2,7,5,1,8,7,6,7,3,1,7,8,6,9,9,8,8,7
"1954",0,1,1,2,25,0.15,7,46138,50,0,30,10,0,10,1,25,2,48652,2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
"1955",1,1,9,6,22,-0.43,1,47559,20,15,20,20,5,10,3,22,6,41191,2,5,3,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"1956",0,2,12,3,24,0.25,9,46138,20,10,20,20,10,20,15,24,3,41191,6,4,3,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6
"1957",0,2,18,2,26,0.18,2,46138,25,25,25,13,12,0,21,26,2,15863,2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2
"1958",1,2,11,2,28,0.35,7,30147,40,20,20,20,0,0,2,28,2,41191,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3
"1959",1,2,1,2,29,0.65,6,46138,30,15,20,10,10,15,19,29,2,89977,1,6,3,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6
"1960",0,2,13,4,23,0.44,5,28891,20,25,20,15,10,10,2,23,4,28418,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"1961",1,2,22,2,28,0.48,7,46138,20,20,20,20,0,20,21,28,2,35627,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4
"1962",0,2,3,2,24,0.03,4,16767,20,20,20,20,10,10,21,24,2,41191,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7
"1963",1,2,18,2,30,-0.27,2,46138,20,20,25,25,5,5,2,30,2,36485,1,4,3,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
"1964",0,2,13,2,28,0.77,4,46138,40,15,20,10,5,10,2,28,2,41191,2,5,2,4,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
"1965",0,2,4,4,29,-0.02,7,46138,25,20,15,25,10,5,15,29,4,33906,3,4,2,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8
"1966",1,2,15,2,27,0.29,6,46138,14,18,17,16,15,20,14,27,2,36223,1,4,2,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1
"1967",1,2,5,3,29,0.21,7,46138,75,5,5,10,0,5,14,29,3,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"1968",0,2,14,4,23,0.37,7,26298,25,20,20,20,5,10,14,23,4,36223,1,4,2,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1
"1969",1,2,8,2,27,0.56,2,26682,20,15,25,15,20,5,4,27,2,41191,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2
"1970",0,2,18,4,25,0.19,6,42096,25,20,25,20,10,0,2,25,4,41191,1,7,2,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
"1971",1,2,14,3,24,0.32,9,46138,20,10,20,20,10,20,15,24,3,52805,2,3,1,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8
"1972",0,2,4,2,29,0.66,7,48785,25,10,20,20,10,15,15,29,2,78704,2,5,3,2,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8
"1973",1,2,12,3,28,0.29,7,46138,23,18,21,18,10,10,11,28,3,50060,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"1974",0,2,9,2,27,-0.07,1,46138,30,20,15,15,8,12,14,27,2,25831,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7
"1975",0,2,6,2,30,0.09,2,46138,20,20,25,25,5,5,2,30,2,41191,1,7,2,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
"1976",0,1,6,2,30,0.23,7,46138,30,20,30,10,5,5,16,30,2,52586,6,7,2,1,2,2,5,9,7,8,6,5,6,10,8,8,10,7,9,7,7
"1977",0,1,4,2,28,-0.18,7,46138,50,10,30,10,0,0,3,28,2,38022,2,6,5,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5
"1978",1,2,12,4,30,-0.01,7,46138,50,10,10,10,5,15,14,30,4,36223,1,4,2,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1
"1979",0,2,20,6,24,0.53,6,46138,20,10,25,20,10,15,14,24,6,41191,1,6,3,2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4
